transaction_id,sender_account,receiver_account,transaction_type,timestamp,amount,hour_of_day,tx_count_7d,kyc_verified,label
e9f9a7aa-89d1-48eb-bf76-7560706c8d88,ACC99342,ACC29171,payment,2026-06-23T17:32:20,27602.33,10,12,0,0
3da6ca75-50a1-4f5a-bc4f-0a53b53a12ee,ACC43071,ACC80603,transfer,2026-02-05T00:30:20,17588.31,10,13,1,0
6e9565c1-1846-41e2-b8f0-60e3eea91fcc,ACC22569,ACC12369,payment,2026-01-17T06:42:03,10764.25,16,0,1,0
0657f976-d87d-4c1c-9c9a-9d7b62cd7f5c,ACC84420,ACC38906,withdrawal,2026-12-03T07:58:44,5882.33,11,1,1,0
31be6187-2365-4bae-807b-fab943ba31c3,ACC97938,ACC51552,deposit,2026-04-25T06:49:13,10413.16,20,0,1,0
7315eea2-95c7-487b-a78d-3dc2a40da589,ACC74796,ACC38287,transfer,2026-08-09T20:05:01,10534.28,13,12,1,0
c007c255-ce17-4105-b887-bd546bd906b5,ACC52120,ACC32658,transfer,2026-06-20T03:31:00,12614.28,8,10,1,0
171daacf-09b6-4b39-b27e-2ba3a821d19c,ACC83598,ACC38214,transfer,2026-06-05T20:57:08,4437.89,13,9,1,0
3f238634-ce8b-48c1-968e-ffda09ae2c2b,ACC19114,ACC49846,withdrawal,2026-10-21T20:23:23,17588.22,20,1,1,0
0fb78a59-e0ce-416d-88be-182fa5fcb79a,ACC16047,ACC38767,transfer,2026-02-08T07:41:46,76445.0,15,4,0,1
4417a922-fcf0-431e-b7f7-2f274b6eb4b4,ACC37690,ACC12994,transfer,2026-07-29T12:35:48,107530.02,12,0,1,0
abc0dc95-c3ae-469a-89ae-7af2857d0eec,ACC59222,ACC58115,withdrawal,2026-12-02T02:44:09,1827.85,19,4,1,0
923700ab-9280-4c6c-9b9a-3c1272f399c4,ACC18888,ACC98666,payment,2026-12-25T21:48:03,570.71,15,2,1,0
6cbb3cfd-feb5-45cf-8c6b-e48e3c5b5e78,ACC85675,ACC59854,transfer,2026-05-18T16:21:29,19132.25,10,6,1,0
62e317d6-4b6c-46d0-bf60-f0815e055b2d,ACC75464,ACC13952,transfer,2026-05-15T15:28:12,7676.87,11,5,1,0
fd2e4325-38ae-472a-8f83-f24fd232f777,ACC41876,ACC70727,payment,2026-02-01T16:12:29,149892.57,17,4,0,1
0f31b839-5514-4afa-888f-bae0b78f58e0,ACC23587,ACC67732,withdrawal,2026-02-26T10:53:16,21455.31,9,11,0,0
6898d954-d39c-4c7e-9194-cbc77d0260e6,ACC49023,ACC60029,transfer,2026-07-10T13:47:22,359.5,17,8,1,0
3c9549ab-e35f-4472-ac37-f48e62908c82,ACC57857,ACC65476,transfer,2026-10-19T07:39:21,641998.66,4,4,1,1
42043237-3233-43e0-94bc-52bad89136cd,ACC82969,ACC40104,withdrawal,2026-08-07T16:32:30,803936.62,0,4,1,1
9e08cfe6-17ae-41a6-a370-8cac1b5a88d7,ACC80979,ACC27241,withdrawal,2026-01-09T18:44:03,45091.72,21,5,1,0
a0673d64-3f03-42b2-82d2-a03bd636fab2,ACC12016,ACC79110,transfer,2026-04-17T15:04:15,2025.89,7,12,1,0
b028ad61-9fc1-417b-9270-5e941f7de6c2,ACC33490,ACC51435,payment,2026-10-31T02:53:22,84905.07,13,4,0,1
88b1f080-f509-4012-b5cf-f916dfd0f892,ACC45326,ACC65059,transfer,2026-03-10T12:05:27,15603.23,12,5,1,0
f8bd8145-eec8-442c-b5d7-2498d07b0c2a,ACC23429,ACC67748,payment,2026-09-08T17:53:47,19711.55,19,5,1,0
9dfc9b4a-356b-4c85-bfe8-94d3c90b5703,ACC99521,ACC58704,transfer,2026-12-23T11:30:42,1972.61,20,0,1,0
98d552c0-2b9d-42b3-8833-62d4ac18fbfb,ACC87395,ACC67865,payment,2026-04-26T09:12:43,44630.22,11,4,1,0
f2e5a111-be61-4de0-b43b-3dac1948c22e,ACC27996,ACC78811,deposit,2026-01-02T04:56:56,83066.87,9,12,1,0
9906ea58-01ba-4776-a533-ef77a000d762,ACC83802,ACC86719,transfer,2026-03-16T08:13:08,527692.98,3,4,1,1
e81af95e-ced9-4139-be08-4e6b894ec570,ACC32187,ACC11214,transfer,2026-03-27T09:11:39,2892528.99,17,2,1,1
0ea23ffc-717a-45e2-b220-4601e258019c,ACC83501,ACC85133,payment,2026-04-03T00:41:19,29858.08,10,9,1,0
bdbd3d07-c5cb-4c4a-bcb9-fd6a6c4a94a6,ACC36119,ACC37915,payment,2026-04-01T11:25:32,46329.5,6,10,1,0
9d27afbc-fbc9-4593-b656-417cb82aa456,ACC19088,ACC44314,transfer,2026-03-06T11:15:53,31640.62,6,13,1,0
5d9f478c-83e3-4985-b444-3bc8ead6b703,ACC11620,ACC46303,payment,2026-10-24T10:20:12,40766.91,13,10,1,0
5ac3310c-9768-48a1-897b-2302b9999b33,ACC12837,ACC84135,payment,2026-03-15T01:39:05,12641.31,18,6,1,0
25384e6f-9240-46f9-b33c-08ec4d1da327,ACC73865,ACC65956,transfer,2026-04-17T12:11:08,38772.26,11,1,1,0
f978055d-3935-4e51-8792-b113aa298e4c,ACC66232,ACC54420,withdrawal,2026-02-20T19:57:38,30075.42,13,4,1,0
37cee21c-d04f-44ae-a8c5-f4dad5c520c0,ACC15738,ACC13098,deposit,2026-12-03T04:37:25,5282.13,10,13,1,0
19f8d8b0-7cc7-4070-8308-76e58008256e,ACC48575,ACC13192,payment,2026-06-12T18:13:47,1218.81,18,7,1,0
de75d074-bb20-414b-af88-572baaf322cf,ACC58228,ACC93265,transfer,2026-11-27T12:22:09,68859.9,18,9,1,0
b4314040-6e27-434b-add9-fd54099fc233,ACC98241,ACC44722,transfer,2026-01-17T07:09:01,934451.92,23,3,1,1
9b1f30ac-d130-41da-b3d0-7afd63a25418,ACC93312,ACC77612,payment,2026-02-22T04:22:32,7168.57,15,14,1,0
9b2628bf-a10e-412f-aa85-13fd6103dc7c,ACC34281,ACC14841,deposit,2026-10-22T02:01:05,7359.4,16,2,0,0
bf60dd0c-3b76-47b4-a78f-efdd59a0912a,ACC63744,ACC32733,transfer,2026-02-13T00:59:21,15188.85,18,2,1,0
f17017f4-05cf-4bd5-934a-8c7baed6ee28,ACC14889,ACC99557,transfer,2026-05-10T14:43:29,16179.95,20,6,1,0
47150dc7-97f1-4536-9590-2d8542561da8,ACC77203,ACC38152,deposit,2026-01-13T02:25:25,8847.06,8,0,1,0
897ed60b-f3d8-41f7-8345-9eed914844e7,ACC94208,ACC11218,transfer,2026-11-02T13:20:25,6564.71,9,2,1,0
a8167367-b3e2-407f-9657-5a6e0fe72692,ACC68215,ACC26878,payment,2026-04-26T19:55:10,17437.01,21,13,1,0
8df3bc59-7775-42fc-8314-b732630b2d9f,ACC58365,ACC77593,transfer,2026-01-18T21:08:16,6418.47,18,1,1,0
5b204854-cda5-444f-bda8-e684f197b534,ACC47170,ACC53555,transfer,2026-10-08T10:43:13,942816.69,4,6,1,1
995e0797-37a7-44b6-b8ad-54a299dd84d8,ACC69076,ACC85351,payment,2026-01-26T05:15:59,7809.01,20,11,1,0
c96b9768-7a22-4605-ad53-b5c61d1e59a7,ACC97780,ACC46741,transfer,2026-03-21T22:42:36,12577.91,20,7,1,0
30ec83af-4d90-4422-8100-8aa2dc2525e8,ACC23515,ACC97211,payment,2026-09-02T15:41:53,25710.36,14,6,1,0
adfabdf9-383a-449d-9ab1-f78a94456d01,ACC80897,ACC35475,transfer,2026-05-02T11:02:03,7109.06,19,0,1,0
2a5dca1f-410f-40dd-b998-c921262f038a,ACC77592,ACC94728,deposit,2026-02-28T22:08:11,32947.6,16,10,1,0
90576605-dc90-4ca6-910d-ccfa1c7359b8,ACC31395,ACC64182,transfer,2026-04-23T10:33:56,28588.66,12,14,1,0
666ddda2-675b-4bac-99eb-2b7aeaf5b9dd,ACC60278,ACC11780,transfer,2026-12-22T16:36:43,378260.5,17,2,0,1
af3fb8ce-ad42-40bd-a8c3-8959aef5028c,ACC25779,ACC81028,transfer,2026-10-15T00:16:56,18214.24,7,12,1,0
bb965563-9783-4421-b864-4861f07ff5a1,ACC14096,ACC76555,payment,2026-03-04T02:35:00,5578.87,9,1,1,0
c391fdad-86ec-41c2-8cf2-a665d8d2c989,ACC42963,ACC13273,transfer,2026-05-15T09:12:03,1226211.51,13,2,1,1
fd8d225a-24c2-4593-bb40-f1997e073a88,ACC56815,ACC93482,transfer,2026-06-14T22:06:11,872881.61,3,7,1,1
cd25dbb7-e7ff-42b0-8d15-c734ae06a6a9,ACC96623,ACC46820,payment,2026-09-29T14:18:28,16142.48,17,8,1,0
588e9e2e-bdc0-4481-85d0-d3e2ab754d54,ACC54783,ACC49809,transfer,2026-04-13T00:04:41,1282.92,18,0,1,0
533f7efd-4cbc-4d6f-b97c-5cf1c7ab71da,ACC85752,ACC56111,deposit,2026-03-20T13:51:41,3065.49,6,4,1,0
0e06ec7e-6165-4764-ae45-a66455ea9ea7,ACC64911,ACC85446,payment,2026-08-08T06:08:21,33285.87,19,14,1,0
f9b24fc6-8cb7-42b0-937c-13bcff7836f5,ACC33437,ACC29585,payment,2026-12-31T22:05:36,18432.68,14,5,1,0
5dbfaefa-64b6-4ca9-bb8b-40ef9f4fc719,ACC49293,ACC98552,payment,2026-02-06T07:38:12,36573.76,15,1,1,0
db2fdf88-7eb7-480c-b65d-b1c4bd438b76,ACC39605,ACC63205,payment,2026-08-03T10:32:23,13742.47,7,5,1,0
c2785e3d-be53-4ae2-8b7e-01ea927bd3a9,ACC94292,ACC26167,payment,2026-05-21T19:38:47,31561.94,19,7,1,0
d62b5766-c85d-49af-a8b3-f5735a3ab1f0,ACC28715,ACC80097,payment,2026-09-29T12:57:28,44434.95,18,12,0,0
77b7b20a-fb81-4058-8b1c-695e2d63430b,ACC74818,ACC28676,deposit,2026-02-01T05:02:57,24891.54,19,3,1,0
bde3eca0-0fc7-4f5d-9023-6d5f55d68ee0,ACC82976,ACC95447,payment,2026-09-06T01:13:21,11437.37,20,1,1,0
28d96277-8d4f-4c25-9297-17358e0ec0b1,ACC40924,ACC20196,transfer,2026-12-19T02:15:27,29029.7,21,14,1,0
f4722116-6bf4-4110-97eb-b60984e486ef,ACC71600,ACC60022,transfer,2026-05-31T22:14:25,28262.44,12,12,1,0
36063d05-a82e-4e3d-8432-e815bc3d2903,ACC26267,ACC28268,transfer,2026-10-07T19:12:55,7605.09,7,48,1,1
aef3785b-a803-41af-957c-9812c90c9666,ACC44609,ACC43902,deposit,2026-06-28T14:25:19,14623.03,16,9,1,0
52c7165a-7d3b-4208-82fd-944e3a2fb6ee,ACC11942,ACC30388,payment,2026-07-30T12:17:48,48707.75,13,5,1,0
5cd8d9cd-51b7-4d3d-a4d7-22c3dff996f1,ACC87681,ACC48886,transfer,2026-11-21T17:10:09,78659.09,12,8,1,0
2db2ac0a-95ba-4018-b1c5-664fd10cb5af,ACC23665,ACC30641,withdrawal,2026-10-14T22:18:03,27350.54,11,6,1,0
64f6eb34-f887-44c7-a9fb-65101473fe6a,ACC28095,ACC11439,transfer,2026-02-16T13:38:56,73850.45,20,12,1,0
bb26bc05-3080-4383-82ea-4b35172f954a,ACC16928,ACC98016,transfer,2026-11-02T04:39:38,10120.84,10,13,1,0
cd67fff5-3a6a-4c63-9840-ce0b40c75b63,ACC48046,ACC31832,deposit,2026-03-24T11:03:47,30393.39,6,7,1,0
15f3f0c9-730b-4efc-bbc8-394c6a0054de,ACC31770,ACC57498,transfer,2026-02-25T05:52:20,23165.4,16,7,1,0
58f2aa95-7048-4ab0-81fb-92aadc45409a,ACC79051,ACC69719,transfer,2026-09-08T15:40:12,26525.77,11,8,1,0
adb5e0fa-f0f4-4118-af5f-4b5f4b91a849,ACC70314,ACC26352,deposit,2026-03-24T10:04:32,50390.83,11,12,1,0
edf58ace-bc4f-4600-a4ca-d37339a79e1d,ACC35920,ACC64850,transfer,2026-12-17T07:42:58,1046.21,17,24,1,1
246f9cba-e96f-4efa-8eff-c65ed7335836,ACC60808,ACC40543,withdrawal,2026-06-28T04:54:36,3681.16,15,12,1,0
8f8d2dc8-dde6-4b86-ba1d-9e673a1d21dd,ACC21573,ACC31409,deposit,2026-12-11T17:59:54,6532.87,20,12,1,0
66713cdc-42c0-4cee-9085-c7ccf8f09d4b,ACC90140,ACC92963,payment,2026-10-30T22:18:44,25237.13,19,3,1,0
58657661-d746-4787-b166-f49f8cb28767,ACC96755,ACC21937,transfer,2026-05-11T14:32:01,20351.93,20,7,1,0
1ebe3329-1d51-4078-aa0f-2965f319348e,ACC96157,ACC58821,payment,2026-03-22T17:19:50,171811.21,17,1,0,1
61822aa9-07f0-4810-8347-1efc1cdf217e,ACC17450,ACC12925,deposit,2026-07-10T09:16:48,4602.31,9,6,1,0
c1e3a2b4-325a-40c0-b6fd-fe275ff02e82,ACC13980,ACC30886,transfer,2026-07-01T19:21:46,17930.98,8,1,1,0
7e165640-15f3-4bc0-a8bd-9f9d778e4167,ACC19808,ACC62882,transfer,2026-01-15T13:01:38,34359.98,16,4,1,0
16b155e0-a449-4557-a13e-aa3e422f55ac,ACC23338,ACC86289,transfer,2026-10-22T21:55:42,8129.08,7,34,1,1
322a0302-84d9-4f73-a5e3-09b5a5b32d89,ACC15349,ACC49963,transfer,2026-07-29T23:40:54,1006.28,9,8,1,0
ac4ddf11-3c5f-455b-a17f-41a30036a88a,ACC67427,ACC71086,payment,2026-11-29T21:07:54,11556.76,9,13,1,0
c6b282a0-a23b-4df0-a4a9-037a6fa4c40f,ACC37313,ACC52103,withdrawal,2026-07-15T20:17:38,8220.12,9,7,1,0
604dfc09-f693-4169-8e86-0762721771e8,ACC18660,ACC49823,transfer,2026-07-20T02:51:28,16076.83,21,5,1,0
b183ad55-cf30-44a4-8726-132aed091a75,ACC20110,ACC97091,transfer,2026-11-18T07:21:24,3768.22,14,12,1,0
be327455-f698-4816-8d90-274e47e34ff8,ACC32222,ACC89794,transfer,2026-06-27T06:57:10,32511.48,8,6,1,0
e809a638-433b-4564-9b01-b5b4062e8f65,ACC79392,ACC69526,withdrawal,2026-02-08T03:34:50,1272467.3,17,5,1,1
86c41189-fe97-48ea-973b-d3c846b431da,ACC84095,ACC10064,transfer,2026-01-08T19:47:20,31596.12,10,10,1,0
375c002c-87d5-4fd0-ba31-da66d35f3dc2,ACC20866,ACC13889,payment,2026-04-09T07:51:50,4347.82,14,7,1,0
57ec5618-b379-4598-ad3a-17004638902b,ACC98294,ACC97278,transfer,2026-02-18T05:46:07,55370.48,19,6,1,0
51f6e717-1978-4bcb-94b0-54f969602429,ACC65420,ACC53168,payment,2026-03-20T22:41:02,52010.46,13,5,1,0
cf464fba-6022-4c56-90f1-11b4594b87cd,ACC93969,ACC24568,payment,2026-11-17T11:19:51,22237.17,20,10,1,0
6f417b52-c365-48e1-aab3-22827c0bd5e8,ACC20683,ACC69819,payment,2026-05-26T23:00:24,19746.89,18,14,1,0
2ae9f139-dba5-48d7-943f-9e162dc7d425,ACC80290,ACC54293,payment,2026-09-22T19:09:36,1039802.97,17,5,1,1
1e37240a-dac8-47a2-a211-165f87828b5c,ACC64240,ACC48187,transfer,2026-11-12T08:01:54,17398.6,16,6,1,0
5d00420d-9ffa-4c66-b378-8ebb5494435e,ACC42099,ACC81180,payment,2026-02-14T00:10:05,214879.53,14,2,0,1
aaa73254-044d-43d2-98ab-79268da534d1,ACC10395,ACC62669,withdrawal,2026-10-25T18:04:57,516488.18,2,4,1,1
463e13cb-99b3-4960-b961-553b16e75f42,ACC66624,ACC67065,payment,2026-12-14T15:57:57,64933.75,9,8,1,0
5094ec80-b825-42af-b8eb-f8458abc8598,ACC66132,ACC62979,payment,2026-11-06T22:10:30,29275.05,11,22,1,1
6813b79a-fe80-41aa-9339-611461130291,ACC84292,ACC56326,withdrawal,2026-01-28T21:37:06,41008.02,20,2,1,0
e4a73975-e425-4e82-8532-4c08cad1c5d6,ACC47697,ACC39992,deposit,2026-12-17T12:25:43,8256.39,10,0,1,0
31b02094-e5e7-4ecd-871f-2dafe9bdfa2b,ACC27959,ACC38522,transfer,2026-04-18T20:32:22,40300.42,19,13,1,0
85c2953c-fe4c-47b5-b634-9fb3d4be27d6,ACC93301,ACC13515,transfer,2026-12-12T00:31:56,51484.21,19,11,1,0
00b162cb-b851-47b6-a3d2-89188d2793f1,ACC69799,ACC31330,transfer,2026-10-08T17:13:05,8450.28,19,5,1,0
94207441-4d91-48b7-a81c-dbfbc805ea90,ACC43064,ACC19821,transfer,2026-06-13T16:33:15,65577.62,19,14,1,0
044ef11b-c650-4890-b5d4-f3f6259a1750,ACC84944,ACC99142,transfer,2026-06-17T02:04:37,36676.31,11,3,1,0
05e84c32-d196-4c25-ae1a-6f196ba60baa,ACC19117,ACC77474,deposit,2026-06-10T00:13:37,10622.89,9,5,1,0
c79c00eb-2c6a-4c27-9717-562258b4e210,ACC29547,ACC91662,deposit,2026-06-18T14:43:02,25059.8,7,12,1,0
fe87a9ea-2f98-4187-8f1d-5ac2a54a7550,ACC30875,ACC23057,payment,2026-01-10T15:21:40,485.92,21,13,1,0
72b52a0f-9c3b-4421-adc2-59f3240bcb87,ACC19428,ACC41419,payment,2026-09-04T04:38:08,15897.34,17,3,1,0
a0a3140f-32e0-462c-8ada-39baf4a8a939,ACC13890,ACC27175,transfer,2026-08-12T23:32:37,4324.71,16,0,1,0
4a5a9f2f-feea-42cd-86f5-bd788850e490,ACC39022,ACC79329,transfer,2026-03-27T10:17:39,39462.71,9,12,1,0
ac1b662e-ca4c-4cd8-b1e2-89f5aa36b1c6,ACC12291,ACC23123,deposit,2026-02-05T12:01:27,245756.1,8,3,0,1
e8b89f46-c760-469e-844a-ea953ff0403b,ACC74037,ACC29362,payment,2026-12-16T20:40:37,34332.13,12,1,1,0
30366131-e32f-4327-b07c-81126efdf035,ACC98131,ACC52723,withdrawal,2026-12-02T13:10:28,11282.07,13,10,1,0
16e753c8-e61a-4f6c-a062-adcea3bb127f,ACC68282,ACC14899,transfer,2026-05-02T05:58:31,4181.38,19,10,1,0
44b3d24a-c749-4a04-b572-9ea27774f8f2,ACC20712,ACC91527,deposit,2026-01-25T21:17:11,45040.63,14,9,1,0
0cba001e-6145-40b1-b19f-3a49d61c7659,ACC52477,ACC89180,transfer,2026-04-12T08:44:08,15449.7,10,8,0,0
3c00da19-045e-472e-a03a-dac262bbf536,ACC53175,ACC10565,payment,2026-04-21T07:32:31,18560.41,7,13,1,0
0400dd65-759e-472f-80b1-fef5b82ae4b0,ACC95687,ACC50274,transfer,2026-11-06T16:53:27,79590.94,14,2,1,0
87298923-ef60-4b86-bd19-29c2d165a2a5,ACC72982,ACC75180,transfer,2026-03-10T16:42:55,962909.94,12,2,1,1
8909169a-8594-4943-a84c-0ed980ecb638,ACC87097,ACC32578,transfer,2026-07-31T15:36:02,4554.41,21,1,1,0
1a592219-2591-4b66-86e0-724de988d7c6,ACC40183,ACC30758,transfer,2026-04-23T03:50:53,9568.5,17,8,1,0
2b93c3ab-5325-4959-9a28-e2ea7cfa6a36,ACC27974,ACC32388,payment,2026-07-03T22:24:25,29973.01,20,6,1,0
4e8509f7-a4cd-4b9c-ad5e-2f5c63116838,ACC15700,ACC48839,payment,2026-07-17T12:25:27,28400.3,11,3,1,0
d986595b-2af5-4a2d-a045-9ab7cf9257f9,ACC65103,ACC62253,payment,2026-07-09T11:26:52,1102.14,17,5,1,0
c19e1bd3-b3cf-4447-903d-9f3231221836,ACC76332,ACC72907,transfer,2026-05-26T22:36:59,526565.1,0,4,1,1
a765fc30-e1c8-44fb-849e-b6b86c61e6e1,ACC45200,ACC98377,transfer,2026-01-23T08:53:18,14290.47,9,2,1,0
7a1b97f3-d810-4d52-b854-31edb65de297,ACC62442,ACC30954,payment,2026-01-27T13:33:32,88769.24,9,7,1,0
5a005890-f2b2-4cec-a45a-2d2f7514c1b3,ACC46025,ACC87605,payment,2026-02-10T08:51:08,12433.06,11,1,1,0
44a695ea-1fae-4933-9a72-bf996a5f1d35,ACC62474,ACC81973,transfer,2026-10-04T23:45:42,58028.48,21,5,1,0
aaebca4b-34e6-46eb-baac-f7a5dd2ad17e,ACC86960,ACC19643,deposit,2026-02-21T12:36:41,9679.15,8,11,1,0
74bf24ad-b18e-4a5e-90e9-dba16bb28a01,ACC13549,ACC28693,payment,2026-12-23T02:57:56,450.88,11,11,1,0
97dae27c-930f-45e1-9390-2e2cd4603746,ACC17425,ACC22857,transfer,2026-07-12T12:49:14,13504.13,20,13,0,0
ebdc3ead-07b3-4951-9e4d-0dd63fe8e56b,ACC49181,ACC67263,payment,2026-03-04T18:26:08,12338.94,9,8,1,0
7a9e8229-604d-495d-bdf3-0af5e6d13414,ACC57475,ACC27215,deposit,2026-07-15T13:38:25,58268.45,20,6,1,0
22759299-46d1-4b82-af81-5914b73e3c14,ACC36485,ACC69967,transfer,2026-11-08T13:46:14,11483.93,21,3,1,0
ea98e0f5-4871-4955-85f3-e7909fbd40f5,ACC34680,ACC27077,payment,2026-06-18T03:46:42,56179.44,13,8,1,0
953244ff-ac1e-40fd-b563-8b9546e9f493,ACC58155,ACC97893,transfer,2026-02-10T11:18:24,28438.52,7,6,1,0
29b0c2c6-35e6-4e8f-8b6f-7627c0caab24,ACC31230,ACC28680,payment,2026-12-23T14:51:59,19349.14,15,12,1,0
c0a07448-9dfb-44c7-8b64-cfad5ec1f119,ACC76905,ACC93984,withdrawal,2026-09-15T15:12:26,849057.77,8,6,1,1
40d02705-b258-480b-b8ce-78fe02b12097,ACC63270,ACC81622,deposit,2026-01-27T23:28:16,352.01,12,11,1,0
8b6e0906-ca0a-41f2-9c78-4e3d2c35dc30,ACC59451,ACC85205,transfer,2026-02-28T12:38:39,14470.84,11,1,1,0
6ddabbc1-5e35-4205-a1c1-1bc1d5e75d9e,ACC49536,ACC60604,payment,2026-09-13T21:59:41,577206.8,4,5,1,1
0780b37e-b060-4296-9f7f-8784657aa30c,ACC51783,ACC95727,transfer,2026-08-05T03:25:35,4530.52,12,13,1,0
5897ce65-ac26-4614-b2fc-61d4cf192915,ACC47956,ACC58786,payment,2026-06-11T02:48:15,799901.4,1,2,1,1
4ef72869-9f0e-4e8e-851e-482352fece32,ACC56489,ACC93533,transfer,2026-10-08T03:03:46,74695.17,15,0,1,0
42220bf9-9fb3-4fc5-8efa-122ec4900284,ACC13145,ACC17802,withdrawal,2026-02-09T00:32:03,633.33,7,11,1,0
e96726ce-2c75-44b5-97a0-356c5b69e733,ACC87169,ACC33384,withdrawal,2026-09-26T23:10:51,5428.25,19,10,1,0
f91e772e-47fb-4923-abbf-ff01bc29d5f2,ACC69241,ACC83567,payment,2026-08-09T07:18:05,50576.04,14,4,0,0
d089c0f5-79e9-4307-bb43-f2199ffc98d4,ACC14297,ACC96479,transfer,2026-10-13T20:45:18,30937.85,13,4,1,0
3234377d-4c43-4e85-89f7-4606ff0fe46f,ACC84855,ACC26575,transfer,2026-05-27T06:16:00,844962.36,15,6,1,1
91475ae9-bfd5-4fd1-b663-247543e1fbad,ACC38548,ACC59956,transfer,2026-04-09T15:05:14,34549.36,18,11,1,0
c4336825-4a50-48e3-9dfd-68fb0071c202,ACC79537,ACC32940,deposit,2026-07-22T21:41:57,221.35,10,9,1,0
a5c39df8-8b9b-4c74-b4ae-ea68d7b9b8b3,ACC13902,ACC44364,transfer,2026-06-17T10:00:52,27827.27,11,6,0,0
5708e144-0bad-4bb7-a2aa-3e1b4aeafb5e,ACC97812,ACC88229,transfer,2026-03-11T15:10:09,26815.13,20,11,1,0
df977b99-2cc0-4597-9fe9-a7de7f8f9367,ACC89183,ACC59986,payment,2026-05-13T10:57:24,35575.37,16,52,1,1
a8b7f5da-8c7d-41e3-8329-7f90b31cf8a5,ACC84974,ACC93692,payment,2026-07-11T19:41:33,881855.05,1,1,1,1
fb518397-da30-4cd6-b9c2-9b67a000c83c,ACC63839,ACC99241,payment,2026-06-18T12:40:37,6499.8,10,14,1,0
a1028a92-cc72-4241-80d1-c6a324597b46,ACC16641,ACC43709,payment,2026-09-22T14:06:13,36956.34,13,1,1,0
fa0c86ca-b8df-4105-8e91-b98dcf094cef,ACC14959,ACC37257,payment,2026-07-16T21:19:15,54976.45,7,14,1,0
a7789752-296a-4445-8658-d4d44d4ef1dd,ACC89036,ACC26772,transfer,2026-09-18T10:04:48,17874.19,8,5,1,0
6fbc25a1-d27f-442a-adcd-9b824046a882,ACC99616,ACC96219,transfer,2026-01-17T09:27:56,5737.06,21,13,1,0
9923402e-726f-481b-a422-4e60d2c2d38d,ACC77641,ACC31711,deposit,2026-05-15T11:33:09,7112.81,18,11,1,0
bcb5e985-979c-4d48-8859-9ec7ad5779d6,ACC90781,ACC19859,transfer,2026-01-18T02:51:37,18020.81,17,2,1,0
d1ac0913-ec1d-431d-8969-f1194b5971de,ACC65008,ACC81745,payment,2026-07-08T12:29:33,11187.99,21,11,1,0
01971b72-fa22-4a91-bb46-2af7dc652c7b,ACC38400,ACC94297,transfer,2026-10-02T06:56:18,22214.42,12,3,1,0
93cdf06f-13d0-486b-ab41-d3413a5dab56,ACC81427,ACC45844,transfer,2026-12-09T07:52:36,4961.82,18,13,1,0
8fefe21f-4c50-4831-8d76-ff39b8cd664a,ACC44072,ACC48398,transfer,2026-04-25T11:43:17,263228.32,19,3,0,1
716c0fd6-fa4b-49db-8810-c471e6ec1ca9,ACC13599,ACC37293,payment,2026-01-31T11:47:12,2821.21,12,9,1,0
3fd37258-8832-4ae4-9c22-83798e6b7ec8,ACC69618,ACC36044,transfer,2026-07-14T07:39:58,87051.07,7,4,1,0
f73b240b-5d64-4ce0-879f-067ba4af38b2,ACC20991,ACC95097,transfer,2026-02-14T09:52:45,84530.82,16,0,1,0
171a294c-7752-4f2e-b046-dbd81bb12a7c,ACC69402,ACC47282,deposit,2026-08-23T10:30:27,19791.96,9,11,0,0
bfe81979-1202-44e3-b732-becf8cf491ff,ACC83563,ACC97680,transfer,2026-02-11T13:33:35,12554.39,10,3,1,0
29201942-976c-4d18-b0af-7025ff2ecb65,ACC56666,ACC36173,transfer,2026-10-15T17:37:54,3785.03,6,5,1,0
1411a71f-9259-4874-b4aa-2a5ffaba1c79,ACC33504,ACC65715,payment,2026-09-07T13:58:51,30458.92,9,5,1,0
586e9a5a-dba1-41b1-a917-0c3acfeb3e77,ACC31311,ACC79180,transfer,2026-04-05T07:55:03,974010.17,4,6,1,1
3bc0fc9e-4467-4274-a433-056b63fcd105,ACC52756,ACC80258,payment,2026-09-22T14:35:56,11135.51,20,2,1,0
4abe6fc5-fc41-4f80-97bd-034020234439,ACC33634,ACC14090,payment,2026-04-02T16:41:18,1344.22,20,9,1,0
28ff2f81-6aa9-469e-8643-b33ed3c978b0,ACC91981,ACC10386,deposit,2026-04-17T19:57:28,12573.67,12,9,1,0
213aa696-326f-4345-a892-09c78d6b155f,ACC23565,ACC33027,transfer,2026-09-23T12:46:22,1072.84,9,0,1,0
62217b3b-593b-4293-a4d9-fe04929ca0bc,ACC32580,ACC95827,transfer,2026-02-26T00:05:06,1004909.17,12,6,1,1
78ff5fcb-33cf-42bf-931e-0975ad7f2f39,ACC72805,ACC90383,payment,2026-08-24T05:58:41,64529.83,13,8,1,0
2f9bb94f-5796-4e37-a978-18b5357f3b24,ACC76600,ACC51848,transfer,2026-11-17T21:14:31,583.9,18,0,1,0
fb1e4ac5-bc48-4294-9d25-c70b2f9d32a6,ACC19711,ACC69262,payment,2026-06-13T00:22:39,31614.81,20,6,1,0
17c2b61f-0e3f-4f50-a7de-65d799cc275f,ACC65013,ACC82036,payment,2026-06-02T20:20:54,19000.76,21,4,1,0
43759ffd-077a-4d46-9fc8-a476872f9233,ACC40802,ACC87761,transfer,2026-09-27T14:19:33,7999.71,19,12,1,0
